Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individ Meals,Total Pounds
1/18/2023,VET,VA Veterans,SJ,,meals,CCFN,,,,,,,,90.00, 72.00 ,90.00
1/18/2023,NC,New Carlisle UMC,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
1/18/2023,NC,New Carlisle UMC,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
1/18/2023,NC,New Carlisle UMC,SJ,,Bulk,CCFN,20.00,,,,,120.00,22.00,0.00,,162.00
1/18/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,90.00,,,,157.00,20.00,177.00,0.00,,444.00
1/18/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,750.00,,"1,443.00",0.00,,"2,193.00"
1/18/2023,NAP,Nappanee Open Door,ELK,,Meals & Bulk,CCFN,12.00,,,,105.00,,24.00,15.00, 12.00 ,156.00
1/18/2023,OG,Open Gate,ELK,,Bread,CCFN,,,,,51.80,,,0.00,,51.80
1/18/2023,SG,Saving Grace,ELK,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
1/18/2023,SG,Saving Grace,ELK,,Meals & Bulk,CCFN,93.00,,,,,10.00,37.00,7.50, 6.00 ,147.50
1/18/2023,SG,Saving Grace,ELK,,Bulk,CCFN,84.00,,,,,,,0.00,,84.00
1/18/2023,STP,St. Paul's UMC,ELK,,Bread,CCFN,,,,,28.00,,,0.00,,28.00
1/18/2023,VINC,St. Vincent de Paul: Christ the King,ELK,,Bulk,CCFN,27.00,,,,,,,0.00,,27.00
1/18/2023,WANE,Wa-Nee Community Schools,ELK,,Meals & Bread,Backpack,,,,,,,,262.50, 210.00 ,262.50
1/19/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,Bulk,Backpack,25.00,,,,63.70,2.00,120.00,0.00,,210.70
1/19/2023,SUSS,Success Academy,SJ,,Meals,Backpack,,,,,,,,592.50, 474.00 ,592.50
1/19/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,13.00,,,,4.00,30.00,32.00,0.00,,79.00
1/19/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,5.60,30.00,,0.00,,35.60
1/19/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,375.00, 300.00 ,375.00
1/19/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,50.00,,,,,,,0.00,,50.00
1/19/2023,SALT,St. Mark Missionary: Salt Program,SJ,,Meals,Backpack,,,,,,,,45.00, 36.00 ,45.00
1/19/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bread,CCFN,,,,,308.00,,,375.00, 300.00 ,683.00
1/19/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,,,,,,,20.00,0.00,,20.00
1/19/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,360.00,,,,,,,0.00,,360.00
1/19/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,2.00,6.00,26.60,,2.00,0.00,,36.60
1/19/2023,GP,The Grace Place,SJ,,Bulk,CCFN,28.00,,,,,,,0.00,,28.00
1/19/2023,GP,The Grace Place,SJ,,Bulk,CCFN,24.00,,,,21.00,,,0.00,,45.00
1/19/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,13.00,2.00,26.60,,2.00,0.00,,43.60
1/19/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,29.00,,,,,,99.00,0.00,,128.00
1/19/2023,ELK,Elkhart Schools: Bristol,ELK,,Meals,Backpack,,,,,,,,307.50, 246.00 ,307.50
1/19/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,22.50, 18.00 ,22.50
1/19/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/19/2023,ELK,Elkhart Schools: Northside Middle School,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
1/19/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,82.50, 66.00 ,82.50
1/19/2023,ELK,Elkhart Schools: Pride Academy,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/19/2023,ELK,Elkhart Schools: Riverview,ELK,,Meals,Backpack,,,,,,,,195.00, 156.00 ,195.00
1/19/2023,GCS,Goshen Schools: Chandler Elementary,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/19/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,277.50, 222.00 ,277.50
1/19/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
1/19/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,45.00, 36.00 ,45.00
1/19/2023,GCS,Goshen Schools: Prairie View Elementary,ELK,,Meals,Backpack,,,,,,,,15.00, 12.00 ,15.00
1/19/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,157.50, 126.00 ,157.50
1/19/2023,GFP,Gymtown Food Pantry,ELK,,Meals,CCFN,,,,,,,,37.50, 30.00 ,37.50
1/19/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,106.00,,32.00,8.00,134.40,84.00,265.00,0.00,,629.40
1/19/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,247.50, 198.00 ,247.50
1/19/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
1/19/2023,MIDD,Middlebury Food Pantry,ELK,,Meals & Bulk,CCFN,,,63.00,17.00,32.20,,,45.00, 36.00 ,157.20
1/19/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,300.00,,,0.00,,300.00
1/19/2023,THB,The Hub Bristol,ELK,,Meals & Bulk,CCFN,125.00,,72.00,100.00,,55.00,83.00,37.50, 30.00 ,472.50
1/20/2023,SBCS,South Bend Community Schools: Monroe,SJ,,Meals,Backpack,,,,,,,,300.00, 240.00 ,300.00
1/20/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,225.00, 180.00 ,225.00
1/20/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50, 150.00 ,187.50
1/20/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,562.50, 450.00 ,562.50
1/20/2023,SBCS,South Bend Community Schools: Wilson,SJ,,Meals,Backpack,,,,,,,,375.00, 300.00 ,375.00
1/20/2023,SBCS,South Bend Community Schools: Navarre,SJ,,Meals,Backpack,,,,,,,,187.50, 150.00 ,187.50
1/20/2023,SBCS,South Bend Community Schools: Coquillard,SJ,,Meals,Backpack,,,,,,,,240.00, 192.00 ,240.00
1/20/2023,SBCS,South Bend Community Schools: Warren,SJ,,Meals,Backpack,,,,,,,,240.00, 192.00 ,240.00
1/20/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,120.00,,240.00,,294.00,,,0.00,,654.00
1/20/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,347.00,,,,40.00,,,0.00,,387.00
1/20/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Meals & Bulk,CCFN,,,,,109.20,96.00,120.00,112.50, 90.00 ,437.70
1/20/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,24.00,,,,49.00,,,150.00, 120.00 ,223.00
1/20/2023,ND,Notre Dame: The Graduate School,SJ,,Meals,CCFN,,,,,,,,"1,110.00", 888.00 ,"1,110.00"
1/20/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,73.00,,,,154.00,,,0.00,,227.00
1/21/2023,BCP,Broadway Christian Parish,SJ,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
1/23/2023,DUC,Ducomb Center of St. Joseph County,SJ,,Meals,CCFN,,,,,,,,442.50, 354.00 ,442.50
1/23/2023,CATH,Catholic Charities,SJ,South Bend,Bulk,CCFN,,,55.00,,,36.00,47.00,0.00,,138.00
1/23/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,26.00,,,,,,31.00,0.00,,57.00
1/23/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,21.00,,,,16.00,,156.00,0.00,,193.00
1/23/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00, 300.00 ,375.00
1/23/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,,,131.00,22.50, 18.00 ,153.50
1/23/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,,,29.40,,314.00,0.00,,343.40
1/23/2023,SAC,St Adalbert & Casimir Conference,SJ,,Meals & Bulk,CCFN,,,,,21.00,,19.00,45.00, 36.00 ,85.00
1/23/2023,SJHD,St. Joe: Health Department ,SJ,,Meals,CCFN,,,,,,,,7.50, 6.00 ,7.50
1/24/2023,BC,Briarcliff Rehab,SJ,,Bread,CCFN,,,,,44.80,,,0.00,,44.80
1/24/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,270.00,,,,,,77.00,0.00,,347.00
1/24/2023,LTC,Life Treatment Center (wants to remain ANON),SJ,,Bulk,CCFN,19.00,,,,,,219.00,0.00,,238.00
1/24/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,51.00,,,,36.40,,,150.00, 120.00 ,237.40
1/24/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,17.00,,,,28.00,9.00,540.00,0.00,,594.00
1/24/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,17.00,,,,92.40,,49.00,0.00,,158.40
1/24/2023,VINC,St. Vincent de Paul: St Pius,ELK,,Meals,CCFN,,,,,,,,75.00, 60.00 ,75.00
1/25/2023,BRE,Bremen Schools,MAR,,Meals,Backpack,,,,,,,,450.00, 360.00 ,450.00
1/25/2023,BL,Bread of Life,MAR,,Bread,CCFN,,,,,420.00,,,0.00,,420.00
1/25/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,,67.00,82.00,,430.00,270.00,0.00,,849.00
1/25/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bread,CCFN,,,,,257.60,,,0.00,,257.60
1/25/2023,MHM,Monastery of the Holy Martyrs,MAR,,Meals & Bulk,CCFN,490.00,,1.00,90.00,26.60,28.00,"2,520.00",150.00, 120.00 ,"3,305.60"
1/25/2023,STA,St Augustine's Parish,SJ,Soup Kitchen,Bulk,CCFN,89.00,,16.00,116.00,,,48.00,0.00,,269.00
1/25/2023,LVL,LaVille Elementary,SJ,,Meals,Backpack,,,,,,,,300.00, 240.00 ,300.00
1/25/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
1/25/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,90.00,,,,,,95.00,0.00,,185.00
1/25/2023,ANT,Antioch Missionary Baptist Church,SJ,,Bulk,CCFN,81.00,,,,39.90,,513.00,0.00,,633.90
1/25/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Meals,Backpack,,,,,,,,750.00, 600.00 ,750.00
1/25/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,,,39.00,,,,442.00,150.00, 120.00 ,631.00
1/25/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bread,CCFN,,,,,344.40,,,375.00, 300.00 ,719.40
1/25/2023,LYD,Lydick UMC,SJ,,Bread,CCFN,,,,,50.40,,,0.00,,50.40
1/25/2023,MFP,Mishawaka Food Pantry,SJ,,Meals & Bulk,CCFN,,,,,,10.00,532.00,82.50, 66.00 ,624.50
1/25/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,54.00,,,,,,247.00,0.00,,301.00
1/25/2023,OAK,Oaklawn: Oliver Apts,SJ,,Meals & Bulk,CCFN,54.00,,,,16.80,4.00,473.00,37.50, 30.00 ,585.30
1/25/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,300.00, 240.00 ,300.00
1/25/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
1/25/2023,SH,Store House,SJ,,Bulk,CCFN,,,29.00,16.00,3.00,24.00,553.00,0.00,,625.00
1/25/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,230.00,,,,149.80,,28.00,0.00,,407.80
1/25/2023,NC,New Carlisle UMC,SJ,,Bulk,CCFN,90.00,,,,,60.00,98.00,0.00,,248.00
1/25/2023,CCS,Church Community Services,ELK,,Meals,CCFN,,,,,,,,"1,575.00"," 1,260.00 ","1,575.00"
1/25/2023,ELK,Elkhart Schools: Bristol,ELK,,Meals,Backpack,,,,,,,,307.50, 246.00 ,307.50
1/25/2023,ELK,Elkhart Schools: Mary Daly,ELK,,Meals,Backpack,,,,,,,,22.50, 18.00 ,22.50
1/25/2023,ELK,Elkhart Schools: Mary Feeser ,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/25/2023,ELK,Elkhart Schools: Northside Middle School,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
1/25/2023,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,Meals,Backpack,,,,,,,,82.50, 66.00 ,82.50
1/25/2023,ELK,Elkhart Schools: Pride Academy,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/25/2023,ELK,Elkhart Schools: Riverview,ELK,,Meals,Backpack,,,,,,,,150.00, 120.00 ,150.00
1/25/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,,,18.00,12.00,,15.00,645.00,0.00,,690.00
1/25/2023,GCS,Goshen Schools: Chandler Elementary,ELK,,Meals,Backpack,,,,,,,,75.00, 60.00 ,75.00
1/25/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,225.00, 180.00 ,225.00
1/25/2023,GCS,Goshen Schools: Model Elementary,ELK,,Meals,Backpack,,,,,,,,165.00, 132.00 ,165.00
1/25/2023,GCS,Goshen Schools: Parkside Elementary,ELK,,Meals,Backpack,,,,,,,,45.00, 36.00 ,45.00
1/25/2023,GCS,Goshen Schools: Waterford Elementary,ELK,,Meals,Backpack,,,,,,,,82.50, 66.00 ,82.50
1/25/2023,GCS,Goshen Schools: West Goshen Elementary,ELK,,Meals,Backpack,,,,,,,,157.50, 126.00 ,157.50
1/25/2023,GFP,Gymtown Food Pantry,ELK,,Meals & Bread,CCFN,,,,,63.00,,,30.00, 24.00 ,93.00
1/25/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,247.50, 198.00 ,247.50
1/25/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,291.20,,,0.00,,291.20
1/25/2023,NAP,Nappanee Open Door,ELK,,Meals & Bulk,CCFN,142.00,,14.00,45.00,58.80,35.00,190.00,15.00, 12.00 ,499.80
1/25/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
1/26/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Bulk,Backpack,,,,,,,180.00,0.00,,180.00
1/26/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Bulk,Backpack,,,,,,,180.00,0.00,,180.00
1/26/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,Bulk,Backpack,18.00,,,,46.20,,601.00,0.00,,665.20
1/26/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,54.00,,,,,,164.00,0.00,,218.00
1/26/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,117.00,,,37.00,,,90.00,0.00,,244.00
1/26/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,,,,88.00,,,24.00,150.00, 120.00 ,262.00
1/26/2023,FFJG,Food Fighters of John Glenn Community,SJ,,Meals & Bulk,CCFN,22.00,,13.00,,5.00,61.00,,37.50, 30.00 ,138.50
1/26/2023,SUSS,Success Academy,SJ,,Meals,Backpack,,,,,,,,577.50, 462.00 ,577.50
1/26/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Meals & Bulk,CCFN,,,26.00,7.00,,,358.00,37.50, 30.00 ,428.50
1/26/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Bulk,CCFN,42.00,,,44.00,,,17.00,0.00,,103.00
1/26/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,54.00,,,,46.20,36.00,171.00,0.00,,307.20
1/26/2023,LYD,Lydick UMC,SJ,,Bread,CCFN,,,,,22.00,,,0.00,,22.00
1/26/2023,MVC,Miami Village Church,SJ,,Bulk,CCFN,36.00,,50.00,46.00,,,,0.00,,132.00
1/26/2023,OAK,Oaklawn: Oliver Apts,SJ,,Meals & Bulk,CCFN,,,2.00,,,,119.00,30.00, 24.00 ,151.00
1/26/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,25.00,,,46.00,,9.00,29.00,0.00,,109.00
1/26/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,,,,175.00,37.00,,211.00,0.00,,423.00
1/26/2023,FCDC,Family Christian Development Center,ELK,,,CCFN,,,,, 115.00 ,,,0.00,,115.00
1/26/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,298.00,,10.00,180.00,140.00,,,0.00,,628.00
1/26/2023,MIDD,Middlebury Food Pantry,ELK,,Bulk,CCFN,285.00,,11.00,45.00,,,455.00,0.00,,796.00
1/26/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,200.00,,,0.00,,200.00
1/26/2023,SALVG,Salvation Army: Goshen,ELK,,Meals & Bulk,CCFN,134.00,,,45.00,50.40,60.00,142.00,75.00, 60.00 ,506.40
1/26/2023,STP,St. Paul's UMC,ELK,,Bulk,CCFN,,,,,,6.00,15.00,0.00,,21.00
1/26/2023,VINC,St. Vincent de Paul: Center,ELK,,Meals & Bulk,CCFN,,,,90.00,84.00,90.00,60.00,150.00, 120.00 ,474.00
1/26/2023,VINC,St. Vincent de Paul: Center,ELK,,Bulk,CCFN,25.00,,,,,,11.00,0.00,,36.00
1/26/2023,THB,The Hub Bristol,ELK,,Meals & Bulk,CCFN,105.00,,11.00,,42.00,,390.00,142.50, 114.00 ,690.50
1/26/2023,VCC,The Village Community Center,ELK,,Bulk,CCFN,215.00,,,,63.00,,,0.00,,278.00
1/26/2023,VCC,The Village Community Center,ELK,,Bulk,CCFN,25.00,,,,,,83.00,0.00,,108.00
1/26/2023,WANE,Wa-Nee Community Schools,ELK,,Meals & Bread,Backpack,,,,,,,,90.00, 72.00 ,90.00
1/27/2023,BC,Briarcliff Rehab,SJ,,Bread,CCFN,,,,,30.00,,,0.00,,30.00
1/27/2023,SBCS,South Bend Community Schools: Adult Ed,SJ,,Meals,Backpack,,,,,,,,225.00, 180.00 ,225.00
1/27/2023,SBCS,South Bend Community Schools: Monroe,SJ,,Meals,Backpack,,,,,,,,300.00, 240.00 ,300.00
1/27/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,225.00, 180.00 ,225.00
1/27/2023,SBCS,South Bend Community Schools: McKinley,SJ,,Meals,Backpack,,,,,,,,187.50, 150.00 ,187.50
1/27/2023,SBCS,South Bend Community Schools: Navarre,SJ,,Meals,Backpack,,,,,,,,187.50, 150.00 ,187.50
1/27/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,562.50, 450.00 ,562.50
1/27/2023,SBCS,South Bend Community Schools: Wilson,SJ,,Meals,Backpack,,,,,,,,375.00, 300.00 ,375.00
1/27/2023,SBCS,South Bend Community Schools: Warren,SJ,,Meals,Backpack,,,,,,,,240.00, 192.00 ,240.00
1/27/2023,SBCS,South Bend Community Schools: Coquillard,SJ,,Meals,Backpack,,,,,,,,240.00, 192.00 ,240.00
1/27/2023,IVY,Ivy Tech,SJ,,Meals,Backpack,,,,,,,,375.00, 300.00 ,375.00
1/27/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,126.00,,,0.00,,126.00
1/27/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,,,,,15.00,,115.00,0.00,,130.00
1/27/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,,,,,55.00,54.00,59.00,0.00,,168.00
1/27/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,91.00,,,,,27.00,390.00,150.00, 120.00 ,658.00
1/27/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,79.00,,,,17.00,45.00,19.00,0.00,,160.00
1/27/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,183.00,,7.00,,3.00,,213.00,0.00,,406.00
1/27/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,353.00,,,,14.00,,40.00,0.00,,407.00
1/27/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,"2,816.00",,,0.00,,"2,816.00"
1/27/2023,OG,Open Gate,ELK,,Bulk,CCFN,6.00,,,,32.00,,300.00,0.00,,338.00
1/27/2023,OG,Open Gate,ELK,,Bulk,CCFN,75.00,,,,,45.00,21.00,0.00,,141.00
1/27/2023,VINC,St. Vincent de Paul: Christ the King,ELK,,Meals,CCFN,,,,,,,,60.00, 48.00 ,60.00
1/27/2023,VCC,The Village Community Center,ELK,,Bulk,CCFN,,,,,,,85.00,0.00,,85.00
1/28/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,708.75,,300.00,,"1,052.00","1,956.00","4,416.00",0.00,,"8,432.75"
1/28/2023,VINC,St. Vincent de Paul: Center,ELK,,Bread,CCFN,,,,,33.50,,,0.00,,33.50
1/28/2023,VINC,St. Vincent de Paul: Christ the King,ELK,,Bread,CCFN,,,,,33.50,,,0.00,,33.50
1/30/2023,BL,Bread of Life,MAR,,Bulk,CCFN,,,,,,,380.00,0.00,,380.00
1/30/2023,HOH,Hands of Hope,OTH,,Bulk,CCFN,,,,,"5,280.00",,,0.00,,"5,280.00"
1/30/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,,,64.00,0.00,,64.00
1/30/2023,CATH,Catholic Charities,SJ,,Bulk,CCFN,,,,,24.00,,,0.00,,24.00
1/30/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,204.00,,,,40.00,,360.00,0.00,,604.00
1/30/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,13.00,2.00,280.00,0.00,,295.00
1/30/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,13.00,,16.00,18.00,16.00,,343.00,0.00,,406.00
1/30/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00, 300.00 ,375.00
1/31/2023,BC,Briarcliff Rehab,SJ,,Bread,CCFN,,,,,23.00,,,0.00,,23.00
1/31/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,281.00,,,,99.00,27.00,30.00,0.00,,437.00
1/31/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,,,,,,,,0.00,,0.00
1/31/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,13.00,,156.00,5.00,84.00,,38.00,150.00, 120.00 ,446.00
1/31/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,122.00,,,,31.00,,73.00,0.00,,226.00
1/31/2023,CATH,Catholic Charities,SJ,,Bread,CCFN,,,,,19.00,,,0.00,,19.00
1/31/2023,SAC,St Adalbert & Casimir Conference,SJ,,Meals & Bulk,CCFN,,,,,30.00,,30.00,45.00, 36.00 ,105.00
1/31/2023,RMCD,Ronald McDonald House,SJ,,Hot Meals,CCFN,,,,,,,,325.00, 260.00 ,325.00
2/1/2023,BL,Bread of Life,MAR,,Bread,CCFN,,,,,336.00,,,0.00,,336.00
2/1/2023,BL,Bread of Life,MAR,,Bulk,CCFN,228.00,,474.00,198.00,867.00,38.00,920.00,0.00,,"2,725.00"
2/1/2023,DAV,David's Courage,MAR,,Bulk,CCFN,129.00,,13.00,35.00,,15.00,331.00,0.00,,523.00
2/1/2023,MCCC,Marshall County Community Center,MAR,,Bread,CCFN,,,,,266.00,,,0.00,,266.00
2/1/2023,MCCC,Marshall County Community Center,MAR,,Bulk,CCFN,,,80.00,54.00,,,249.00,0.00,,383.00
2/1/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
2/1/2023,BRE,Bremen Schools,MAR,,Meals,Backpack,,,,,,,,375.00, 300.00 ,375.00
2/1/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bulk,CCFN,140.00,,236.00,90.00,181.00,46.00,,0.00,,693.00
2/1/2023,PLY,Plymouth Comm Schools: Ancilla College,MAR,,Meals,Backpack,,,,,,,,"2,812.50"," 2,250.00 ","2,812.50"
2/1/2023,SER,Serenity House,MAR,,Bulk,CCFN,,,,,,,144.00,0.00,,144.00
2/1/2023,ANON,Anonymous,SJ,,Meals,CCFN,,,,,,,,7.50, 6.00 ,7.50
2/1/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
2/1/2023,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,Meals,Backpack,,,,,,,,750.00, 600.00 ,750.00
2/1/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,147.00,,,0.00,,147.00
2/1/2023,LVL,LaVille Elementary,SJ,,Meals,Backpack,,,,,,,,300.00, 240.00 ,300.00
2/1/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
2/1/2023,VET,VA Veterans,SJ,,Meals,CCFN,,,,,,,,112.50, 90.00 ,112.50
2/1/2023,LYD,Lydick UMC,SJ,,Bread,CCFN,,,,,100.50,,,0.00,,100.50
2/1/2023,NC,New Carlisle Food Pantry,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
2/1/2023,BCP,Broadway Christian Parish,SJ,,Bread,CCFN,,,,,451.50,,,0.00,,451.50
2/1/2023,STA,St Augustine's Parish,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
2/1/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,28.25,,19.50,57.25,28.00,2.00,456.25,30.00, 24.00 ,621.25
2/1/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,36.00,,,,,,172.50,0.00,,208.50
2/1/2023,NC,New Carlisle Food Pantry,SJ,,Bulk,CCFN,211.00,,,,,,379.00,0.00,,590.00
2/1/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,,,,,,,63.75,6.00,,69.75
2/1/2023,ANT,Antioch Missionary Baptist Church,SJ,,Bulk,CCFN,,,,,130.00,,189.50,0.00,,319.50
2/1/2023,SH,Store House,SJ,,Bulk,CCFN,,,272.25,36.00,82.50,1.00,437.50,0.00,,829.25
2/1/2023,SMH,St. Margaret's House,SJ,,Bulk,CCFN,,,30.25,,,,,0.00,,30.25
2/1/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,,,206.00,19.00,135.50,,686.00,45.00, 36.00 ,"1,091.50"
